Windows 7 SP 1
Version 6.1.7601 (cmd->"ver")
ntdll.dll

Name	Address	Ordinal
NtSetBootEntryOrder	0000000078EBADB0	490
NtSetBootOptions	0000000078EBADC0	491
NtSetContextThread	0000000078EBADD0	492
NtSetDebugFilterState	0000000078EBADE0	493
NtSetDefaultHardErrorPort	0000000078EBADF0	494
NtSetDefaultLocale	0000000078EBAE00	495
NtSetDefaultUILanguage	0000000078EBAE10	496
NtSetDriverEntryOrder	0000000078EBAE20	497
NtSetEaFile	0000000078EBAE30	498
NtSetEvent	0000000078EB9980	499
NtSetEventBoostPriority	0000000078EB9B70	500
NtSetHighEventPair	0000000078EBAE40	501
NtSetHighWaitLowEventPair	0000000078EBAE50	502
NtSetInformationDebugObject	0000000078EBAE60	503
NtSetInformationEnlistment	0000000078EBAE70	504
NtSetInformationFile	0000000078EB9B10	505
NtSetInformationJobObject	0000000078EBAE80	506
NtSetInformationKey	0000000078EBAE90	507
NtSetInformationObject	0000000078EB9E60	508
NtSetInformationProcess	0000000078EB9A60	509
NtSetInformationResourceManager	0000000078EBAEA0	510
NtSetInformationThread	0000000078EB9970	511
NtSetInformationToken	0000000078EBAEB0	512
NtSetInformationTransaction	0000000078EBAEC0	513
NtSetInformationTransactionManager	0000000078EBAED0	514
NtSetInformationWorkerFactory	0000000078EBAEE0	515
NtSetIntervalProfile	0000000078EBAEF0	516
NtSetIoCompletion	0000000078EBAF00	517
NtSetIoCompletionEx	0000000078EBAF10	518
NtSetLdtEntries	0000000078EBAF20	519
NtSetLowEventPair	0000000078EBAF30	520
NtSetLowWaitHighEventPair	0000000078EBAF40	521
NtSetQuotaInformationFile	0000000078EBAF50	522
NtSetSecurityObject	0000000078EBAF60	523
NtSetSystemEnvironmentValue	0000000078EBAF70	524
NtSetSystemEnvironmentValueEx	0000000078EBAF80	525
NtSetSystemInformation	0000000078EBAF90	526
NtSetSystemPowerState	0000000078EBAFA0	527
NtSetSystemTime	0000000078EBAFB0	528
NtSetThreadExecutionState	0000000078EBAFC0	529
NtSetTimer	0000000078EB9EC0	530
NtSetTimerEx	0000000078EBAFD0	531
NtSetTimerResolution	0000000078EBAFE0	532
NtSetUuidSeed	0000000078EBAFF0	533
NtSetValueKey	0000000078EB9EA0	534
NtSetVolumeInformationFile	0000000078EBB000	535
NtShutdownSystem	0000000078EBB010	536
NtShutdownWorkerFactory	0000000078EBB020	537
NtSignalAndWaitForSingleObject	0000000078EBB030	538
NtSinglePhaseReject	0000000078EBB040	539
NtStartProfile	0000000078EBB050	540
NtStopProfile	0000000078EBB060	541
NtSuspendProcess	0000000078EBB070	542
NtSuspendThread	0000000078EBB080	543
NtSystemDebugControl	0000000078EBB090	544
NtTerminateJobObject	0000000078EBB0A0	545
NtTerminateProcess	0000000078EB9B60	546
NtTerminateThread	0000000078EB9DD0	547
NtTestAlert	0000000078EBB0B0	548
NtThawRegistry	0000000078EBB0C0	549
NtThawTransactions	0000000078EBB0D0	550
NtTraceControl	0000000078EBB0E0	551
NtTraceEvent	0000000078EB9E80	552
NtTranslateFilePath	0000000078EBB0F0	553
NtUmsThreadYield	0000000078EBB100	554
NtUnloadDriver	0000000078EBB110	555
NtUnloadKey	0000000078EBB120	556
NtUnloadKey2	0000000078EBB130	557
NtUnloadKeyEx	0000000078EBB140	558
NtUnlockFile	0000000078EBB150	559
NtUnlockVirtualMemory	0000000078EBB160	560
NtUnmapViewOfSection	0000000078EB9B40	561
NtVdmControl	0000000078EBB170	562
NtWaitForDebugEvent	0000000078EBB180	563
NtWaitForKeyedEvent	0000000078EBB190	564
NtWaitForMultipleObjects	0000000078EB9E50	565
NtWaitForMultipleObjects32	0000000078EB9A40	566
